0	516408
0.102	1
0.109	2176
0.111	1629
0.115	5177
0.119	1928
0.1215	3805
0.125	117867
0.126	11292
0.127	7465
0.128	14754
0.129	18656
0.131	11023
0.132	18234
0.133	25861
0.134	26273
0.135	21924
0.136	22635
0.137	13794
0.138	25784
0.139	25884
0.14	25925
0.141	18322
0.142	22001
0.143	36555
0.144	44485
0.145	55457
0.146	22052
0.147	11204
0.148	36492
0.149	37264
0.15	37001
0.151	33605
0.152	43962
0.153	33348
0.154	51534
0.155	37129
0.156	37516
0.157	39774
0.158	47610
0.159	40526
0.16	37628
0.161	73981
0.162	36849
0.163	29645
0.164	44272
0.165	62335
0.166	58642
0.167	44245
0.168	66077
0.169	58908
0.17	55053
0.171	73350
0.172	74163
0.173	58639
0.174	55127
0.1745	6044
0.175	67156
0.176	62335
0.177	55726
0.178	62622
0.179	51982
0.18	55730
0.181	72697
0.182	88435
0.183	66719
0.184	69569
0.185	70526
0.186	44463
0.1865	3556
0.187	73108
0.188	112939
0.189	47997
0.19	75665
0.191	117811
0.192	70526
0.193	67054
0.194	96009
0.1945	1
0.195	47788
0.196	72937
0.197	74025
0.198	96134
0.199	44240
0.2	51403
0.201	65835
0.202	62366
0.203	58636
0.204	74282
0.205	62448
0.206	83080
0.207	69642
0.2075	6202
0.208	84083
0.209	88277
0.21	51522
0.211	55116
0.2115	1
0.212	84208
0.213	55510
0.214	117352
0.215	84005
0.216	55182
0.217	62824
0.2175	1079
0.218	69900
0.219	44383
0.22	51404
0.221	90637
0.222	58829
0.223	40876
0.224	88551
0.225	58834
0.226	37414
0.227	40340
0.228	40119
0.229	48185
0.23	51510
0.231	40311
0.232	63032
0.233	36184
0.234	48302
0.235	25982
0.2355	1
0.236	40541
0.237	36080
0.238	53861
0.239	52052
0.24	36636
0.241	29508
0.242	55960
0.243	50440
0.244	33609
0.245	22248
0.246	35923
0.247	48317
0.248	44447
0.249	55350
0.2495	1
0.25	44332
0.251	43143
0.252	60063
0.253	46681
0.2535	3023
0.254	62754
0.255	30866
0.256	63378
0.257	36338
0.258	70481
0.259	51625
0.26	25774
0.2605	1
0.261	45133
0.262	58679
0.263	37589
0.264	56396
0.265	28892
0.266	36040
0.267	43638
0.268	41035
0.269	51323
0.27	40579
0.271	46505
0.272	51680
0.2725	4289
0.273	32437
0.274	44442
0.275	32840
0.2755	3517
0.276	36316
0.277	22161
0.278	32907
0.279	62341
0.28	44406
0.281	51386
0.282	29137
0.283	46955
0.2835	5375
0.284	40787
0.285	40614
0.2855	6141
0.286	56131
0.287	28902
0.288	52772
0.289	41881
0.29	33585
0.291	32431
0.292	48591
0.293	43413
0.294	42167
0.295	22352
0.296	42541
0.297	29620
0.2975	1
0.298	44177
0.299	63035
0.3	52268
0.301	43270
0.302	18446
0.303	62156
0.304	35662
0.305	25547
0.306	29216
0.307	32881
0.308	32589
0.309	37047
0.31	29556
0.311	36710
0.3115	1433
0.312	36604
0.313	40306
0.314	36453
0.315	22191
0.316	25406
0.3165	4325
0.317	33178
0.318	47883
0.319	51810
0.3195	1360
0.32	62735
0.321	50623
0.322	14841
0.323	25713
0.324	33054
0.325	39720
0.326	48415
0.327	37031
0.328	40806
0.329	22369
0.33	44416
0.331	28416
0.332	33046
0.333	40068
0.334	40504
0.335	33075
0.336	42708
0.337	25411
0.338	36856
0.339	29502
0.34	39410
0.341	36817
0.342	42632
0.343	36235
0.344	37408
0.345	33417
0.346	68594
0.347	43602
0.348	55879
0.3485	1
0.349	33405
0.35	42837
0.351	39624
0.352	47437
0.3525	2739
0.353	47524
0.354	50802
0.355	75811
0.356	32886
0.357	59306
0.358	43693
0.359	58277
0.36	50547
0.3605	2221
0.361	68981
0.362	36046
0.3625	1757
0.363	36718
0.364	57739
0.365	25512
0.366	47219
0.367	42700
0.368	29859
0.369	69567
0.37	66652
0.371	44764
0.372	51486
0.3725	5585
0.373	42122
0.374	65747
0.375	63879
0.376	33087
0.377	34680
0.378	31516
0.379	47034
0.38	73188
0.381	48974
0.382	54772
0.383	40627
0.384	72542
0.385	74136
0.386	65454
0.387	55293
0.388	61292
0.3885	2643
0.389	47127
0.39	64965
0.391	72838
0.392	61974
0.393	50220
0.394	65020
0.395	53987
0.3955	1
0.396	79849
0.397	39683
0.398	65827
0.399	69922
0.3995	2
0.4	45880
0.4005	1
0.401	87310
0.402	29054
0.403	61586
0.4035	1
0.404	57236
0.4045	1
0.405	62774
0.406	61600
0.407	51045
0.408	65012
0.409	62132
0.4095	1891
0.41	47079
0.411	72127
0.412	65832
0.413	50426
0.414	93895
0.415	57657
0.416	68469
0.417	83196
0.418	69751
0.419	92755
0.4195	46
0.42	60717
0.4205	1
0.421	68437
0.4215	1
0.422	64388
0.423	59547
0.424	86569
0.425	58269
0.426	62256
0.427	43235
0.428	42703
0.429	50983
0.4295	1
0.43	61173
0.431	82543
0.432	57728
0.433	61700
0.434	55043
0.435	46992
0.436	73350
0.4365	1
0.437	47562
0.438	68052
0.439	52396
0.44	46075
0.441	54006
0.442	72920
0.443	32926
0.444	50822
0.445	57725
0.446	46296
0.447	43429
0.448	65182
0.449	50106
0.45	54088
0.451	71669
0.452	45449
0.4525	1
0.453	61463
0.454	71854
0.455	32448
0.4555	1
0.456	65057
0.457	68131
0.458	35393
0.459	42648
0.46	49760
0.461	35992
0.462	65523
0.463	27736
0.464	39231
0.4645	1
0.465	60273
0.4655	4494
0.466	42196
0.467	50561
0.468	77554
0.469	70050
0.47	72464
0.471	52704
0.472	60235
0.4725	1300
0.473	24458
0.474	46667
0.475	29169
0.476	58560
0.477	32300
0.478	50774
0.479	47326
0.48	64544
0.481	77010
0.482	49621
0.483	24196
0.4835	4275
0.484	39957
0.485	32129
0.486	16934
0.487	39864
0.488	57580
0.489	28541
0.49	32588
0.491	54091
0.492	49367
0.493	40114
0.4935	16644
0.494	43259
0.495	28891
0.496	36075
0.497	42880
0.498	18131
0.499	52932
0.5	31794
0.5005	1535
0.501	39334
0.502	32744
0.5025	1
0.503	43216
0.5035	8275
0.504	50477
0.505	36704
0.506	36060
0.507	50665
0.508	25217
0.509	78650
0.51	53631
0.511	43535
0.512	56700
0.513	17603
0.514	42337
0.515	25373
0.516	43322
0.517	53104
0.518	39889
0.519	53436
0.52	60934
0.521	53889
0.522	47761
0.523	46579
0.524	46233
0.525	32730
0.526	50663
0.527	43049
0.528	49415
0.529	14240
0.53	36581
0.531	47038
0.532	32005
0.533	46379
0.534	56252
0.535	54147
0.536	38882
0.537	29379
0.538	42907
0.539	34550
0.54	39925
0.541	28793
0.542	18117
0.543	20740
0.544	39531
0.545	50754
0.546	38967
0.547	49843
0.548	57414
0.549	39772
0.55	24416
0.551	49949
0.552	56288
0.553	39340
0.554	25388
0.555	43789
0.556	35733
0.5565	5324
0.557	28473
0.5575	1
0.558	42600
0.559	29077
0.56	72303
0.5605	3261
0.561	64564
0.5615	7231
0.562	32542
0.5625	1976
0.563	50461
0.564	49932
0.5645	1743
0.565	57244
0.566	41974
0.567	43354
0.568	42089
0.569	40114
0.57	35912
0.571	53189
0.572	45863
0.573	47378
0.574	40113
0.575	60354
0.576	53843
0.577	50708
0.578	82575
0.579	77790
0.58	64776
0.581	59964
0.582	50252
0.583	54856
0.584	35551
0.585	42483
0.586	39788
0.5865	1
0.587	55785
0.588	53670
0.5885	3829
0.589	46395
0.59	39025
0.5905	1
0.591	49213
0.592	39374
0.593	39075
0.594	48730
0.595	53355
0.596	62443
0.597	47259
0.598	67456
0.599	76337
0.6	54437
0.601	75739
0.602	59926
0.603	45846
0.604	72331
0.605	50574
0.606	53445
0.607	39738
0.6075	3092
0.608	67313
0.6085	6783
0.609	56843
0.61	66926
0.611	43468
0.612	47042
0.613	60332
0.614	85995
0.615	56264
0.616	57112
0.617	56758
0.618	51457
0.619	43034
0.62	49657
0.621	46123
0.622	61095
0.623	70669
0.624	42789
0.625	67014
0.626	86013
0.627	43089
0.6275	1772
0.628	56531
0.6285	1726
0.629	64120
0.63	46235
0.631	75764
0.632	56752
0.633	65019
0.634	74155
0.635	59417
0.636	67565
0.637	53030
0.638	56892
0.6385	4285
0.639	67688
0.64	35579
0.641	74482
0.642	59334
0.643	55332
0.644	79170
0.645	46236
0.646	46123
0.647	50003
0.648	35435
0.649	63381
0.65	72237
0.651	46095
0.652	56267
0.653	46639
0.654	54030
0.655	42247
0.656	71713
0.657	50624
0.658	85074
0.659	60053
0.66	36278
0.661	28152
0.662	46179
0.6625	5072
0.663	52988
0.664	32241
0.665	28095
0.666	70519
0.667	45583
0.668	46101
0.669	60145
0.67	25062
0.6705	1
0.671	81277
0.672	46007
0.673	39061
0.674	27976
0.675	39090
0.676	17893
0.677	24678
0.678	68737
0.679	31801
0.68	54540
0.6805	1
0.681	52197
0.682	42655
0.683	28464
0.6835	1
0.684	53995
0.685	35503
0.686	31008
0.687	31735
0.688	34709
0.689	10485
0.6895	1
0.69	39298
0.691	53250
0.6915	1612
0.692	35226
0.693	46184
0.694	56111
0.695	67433
0.696	45640
0.6965	1928
0.697	38698
0.698	39701
0.699	39272
0.7	46900
0.701	41578
0.702	35459
0.703	40279
0.704	27957
0.705	32350
0.706	28412
0.707	35390
0.7075	3186
0.708	37878
0.709	32052
0.71	39178
0.711	32157
0.712	35709
0.713	41996
0.714	24177
0.715	17867
0.7155	1
0.716	31716
0.717	20987
0.718	34825
0.7185	13926
0.719	11025
0.72	17588
0.721	45585
0.722	44032
0.7225	3909
0.723	28717
0.724	28091
0.725	38327
0.726	27838
0.727	20497
0.728	35726
0.729	27747
0.73	27963
0.731	51279
0.732	28040
0.733	46502
0.734	41970
0.735	7092
0.7355	1
0.736	28347
0.737	24504
0.738	59653
0.7385	4295
0.739	31954
0.74	38532
0.741	31144
0.742	17581
0.743	35167
0.744	39532
0.745	34706
0.746	40921
0.747	42640
0.748	31321
0.749	34111
0.75	28065
0.751	34339
0.752	35365
0.753	55818
0.754	35360
0.7545	1
0.755	45670
0.756	64337
0.757	39177
0.758	42069
0.759	55537
0.7595	3748
0.76	41015
0.761	17253
0.7615	1
0.762	55331
0.763	48551
0.764	42261
0.765	41851
0.766	33724
0.7665	3798
0.767	21389
