0	17
68	2
86	1
930	1
938	1
981	1
1067	2
1141	3
1148	1
1260	1
1295	3
1561	1
1640	1
1641	1
1913	1
2363	1
2412	1
2644	1
2679	1
2776	1
2777	1
2832	1
2849	1
3101	1
3398	1
3527	1
3636	1
3647	1
3696	1
3796	1
3828	1
3834	1
3857	1
3859	1
4183	5
4203	1
4214	2
4262	4
4302	1
4513	1
4518	1
4577	1
4608	5
4645	1
4706	1
4731	1
4811	1
4853	1
4892	1
4936	1
5046	1
5107	1
5155	1
5263	1
5624	1
5646	1
5667	1
5695	1
5755	1
5998	1
6116	1
6187	1
6200	1
6302	2
6541	1
6547	1
6599	1
6672	1
6711	1
7048	1
7106	1
7188	1
7226	1
7405	1
7531	1
7579	1
7648	1
7721	1
7931	1
7968	1
8197	1
8215	1
8224	1
8240	1
8275	1
8315	1
8332	1
8467	1
8637	1
8721	1
8891	1
8894	1
8941	1
8988	1
9008	1
9197	1
9202	1
9265	1
9310	1
9477	1
9703	1
9735	1
9744	1
9753	2
9755	1
9759	1
9944	1
9992	3
10101	3
10169	1
10209	1
10231	2
10248	1
10293	2
10317	4
10349	1
10501	1
10566	1
10573	1
10595	1
10737	1
10745	1
10823	1
10896	1
10920	1
10922	1
10953	1
10958	3
10982	1
11003	1
11046	1
11054	1
11170	1
11277	1
11280	1
11311	1
11522	1
11596	1
11630	1
11638	1
11675	1
11714	1
11748	1
11897	1
11902	1
12083	1
12173	1
12179	1
12353	1
12401	1
12694	1
12849	1
12878	1
12933	1
13092	1
13319	1
13333	1
13371	1
13384	1
13530	1
13773	1
13845	1
13949	1
13985	1
14033	1
14218	1
14292	1
14306	1
14321	1
14468	1
14523	1
14547	1
14616	1
14825	1
14979	7
15027	1
15071	1
15214	1
15244	1
15425	1
15464	1
15599	1
15618	1
15683	1
15780	1
15788	1
15815	1
15854	1
16039	1
16059	1
16107	1
16119	1
16386	1
16483	1
16597	1
16699	1
17044	1
17296	1
17308	1
17392	1
17424	1
17425	1
17504	2
17511	1
17685	1
17740	1
17771	1
17885	1
17956	1
18097	1
18159	1
18346	1
18490	1
18498	1
18661	1
18715	1
18768	1
18788	1
18846	4
18898	1
18925	1
18983	2
18988	1
19108	1
19123	1
19279	1
19326	2
19386	1
19576	1
19584	1
19605	1
19937	1
19998	3
20238	1
20260	1
20298	1
20376	1
20466	1
20652	1
20702	1
20725	2
20779	1
20850	1
20920	1
20939	2
21039	1
21132	1
21203	1
21299	1
21304	1
21319	1
21334	1
21485	1
21523	1
21842	1
21995	1
21996	1
22005	1
22140	1
22180	1
22183	1
22408	1
22448	1
22463	1
22532	1
22565	2
22780	1
22916	7
23173	1
23303	1
23367	1
23389	1
23464	1
23523	1
23524	1
23591	1
23615	1
23628	1
23650	1
23697	1
23724	1
23811	1
23816	1
24350	1
24351	1
24372	1
24438	1
24487	1
24508	1
24828	1
24934	1
24982	1
24994	1
25033	1
25069	1
25206	1
25250	1
25264	1
25417	1
25449	1
25585	1
25624	1
25813	1
25834	1
25994	1
26094	1
26189	2
26211	1
26494	1
26672	1
